,Contracts_id,Label,New_cardsex,New_amount,New_paiduprmb,Appointcnt,A,B,C,D,E,F,G,H,I,Clascnt,Diffday,Attended,Class_fee,predictLabels
462920,462921,2,0,5.0,38800.0,2,0,0,0,0,0,0,0,0,228,228,12,200,0.0058,1
462922,462923,2,1,4.0,32800.0,1,0,0,0,0,0,0,0,0,142,142,18,122,0.0043,1
462923,462924,2,2,4.0,39800.0,1,0,0,0,0,0,0,0,0,0,227,19,221,0.0057,1
462924,462925,2,0,4.0,29800.0,1,0,107,0,0,0,0,0,0,0,107,19,88,0.0035,1
462925,462926,2,1,4.0,28800.0,1,0,86,0,0,0,0,0,0,0,86,13,84,0.0029,1
462926,462927,2,2,2.0,24800.0,1,0,0,0,0,0,0,0,0,0,156,19,156,0.0062,1
462927,462928,2,0,4.0,29800.0,1,0,0,0,0,0,0,0,0,0,120,19,117,0.004,1
462930,462931,2,2,4.0,35800.0,0,0,0,0,0,0,0,0,48,0,48,17,46,0.0013,1
462931,462932,2,1,4.0,36800.0,0,0,0,0,0,0,0,244,0,0,244,19,224,0.0066,1
462932,462933,2,2,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,315,18,293,0.0083,1
462933,462934,2,1,4.0,31800.0,0,0,0,0,0,0,0,0,0,0,271,16,265,0.0085,1
462934,462935,2,0,3.0,34600.0,1,0,92,0,0,0,0,0,0,0,276,17,246,0.0079,1
462936,462937,2,1,4.0,32800.0,0,0,0,0,0,0,0,0,0,0,330,19,306,0.01,1
462937,462938,2,0,4.0,34300.0,1,0,93,0,0,0,0,0,0,0,186,19,176,0.0054,1
462938,462939,2,0,4.0,36800.0,1,0,8120,0,0,0,0,0,0,0,8820,16,8190,0.2396,0
462939,462940,2,2,4.0,30600.0,0,0,0,0,0,0,0,0,0,0,88,9,85,0.0028,1
462940,462941,2,0,4.0,39200.0,0,0,0,0,0,0,0,75,0,0,75,18,60,0.0019,1
462942,462943,2,0,4.0,34800.0,0,0,0,0,0,140,0,140,140,0,420,19,354,0.012,1
462943,462944,2,1,5.0,39800.0,2,0,0,0,0,0,0,0,0,208,416,19,404,0.0104,1
462948,462949,2,0,4.0,33800.0,0,0,0,0,0,0,0,158,0,0,158,14,155,0.0046,1
462950,462951,2,2,3.0,35800.0,2,0,0,0,0,0,0,0,0,0,304,19,274,0.0084,1
462951,462952,2,2,4.0,32800.0,1,0,93,0,0,0,0,0,0,0,93,19,81,0.0028,1
462956,462957,2,2,3.0,32800.0,0,0,0,0,0,0,0,102,0,0,102,19,95,0.0031,1
462957,462958,2,2,5.0,33800.0,0,0,0,0,0,0,0,83,0,0,83,19,80,0.0024,1
462959,462960,2,1,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,196,19,178,0.0051,1
462964,462965,2,1,4.0,35800.0,0,0,0,0,0,0,0,230,230,0,460,19,446,0.0128,1
462965,462966,2,1,5.0,40800.0,0,0,0,0,0,0,0,0,0,0,504,19,480,0.0123,1
462968,462969,2,0,3.0,27800.0,0,0,0,0,0,0,0,206,0,0,206,18,203,0.0074,1
462969,462970,2,0,3.0,26400.0,1,0,0,0,0,0,0,0,0,244,244,19,228,0.0092,1
462970,462971,2,0,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,184,17,178,0.0052,1
462973,462974,2,0,4.0,28800.0,0,0,0,0,0,0,0,114,0,0,114,19,111,0.0039,1
462976,462977,2,1,9.0,54247.0,0,0,0,0,0,0,0,130,0,0,260,19,256,0.0047,1
462978,462979,2,0,4.0,35800.0,0,0,0,0,0,0,0,0,0,0,206,19,186,0.0057,1
462979,462980,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,144,144,14,138,0.0039,1
462981,462982,2,1,5.0,32800.0,0,0,0,0,0,0,0,0,0,0,146,19,120,0.0044,1
462984,462985,2,1,5.0,40800.0,2,0,0,0,416,0,0,0,0,0,1664,19,1584,0.0407,1
462986,462987,2,0,4.0,37800.0,1,0,38,0,0,0,0,0,0,0,38,13,26,0.001,1
462988,462989,2,2,3.0,51000.0,2,0,0,0,0,0,0,0,0,28,28,12,24,0.0005,1
462989,462990,2,1,3.0,29800.0,1,0,0,0,0,0,0,0,0,0,2,1,2,0.0,1
462990,462991,2,0,4.0,33800.0,1,0,30,0,0,0,0,0,0,0,30,17,26,0.0008,1
462991,462992,2,2,6.0,39800.0,1,0,0,0,0,0,0,0,0,0,116,18,114,0.0029,1
462992,462993,2,1,3.0,30600.0,1,0,0,0,0,0,0,0,0,0,74,17,72,0.0024,1
462993,462994,2,2,3.0,35800.0,0,0,0,0,0,0,0,152,0,0,152,17,146,0.0042,1
462997,462998,2,2,6.0,51800.0,0,0,0,0,0,0,0,0,0,0,375,18,363,0.0072,1
462999,463000,2,2,4.0,29800.0,0,0,0,0,0,0,0,48,0,0,144,14,138,0.0048,1
463000,463001,2,2,6.0,50800.0,1,0,0,0,0,0,0,0,0,0,304,19,284,0.0059,1
463005,463006,2,1,4.0,36800.0,0,0,0,0,0,0,0,92,0,0,92,18,76,0.0025,1
463009,463010,2,0,5.0,43800.0,2,0,0,0,224,0,0,0,0,0,224,18,200,0.0051,1
463013,463014,2,0,4.0,26820.0,0,0,0,0,0,0,0,164,0,0,164,7,138,0.0061,1
463014,463015,2,2,4.0,34800.0,0,0,0,0,0,0,0,45,0,0,45,11,39,0.0012,1
463015,463016,2,1,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,67,18,66,0.0017,1
463016,463017,2,1,9.0,75000.0,0,0,0,0,0,0,0,79,0,0,79,19,77,0.001,1
463017,463018,2,0,4.0,27000.0,0,0,0,0,0,0,0,1020,0,0,1020,18,1010,0.0377,1
463018,463019,2,2,3.0,31800.0,0,0,0,0,0,0,0,173,0,0,173,19,167,0.0054,1
463020,463021,2,2,5.0,39800.0,1,0,179,0,358,0,0,0,0,0,716,18,632,0.0179,1
463021,463022,2,1,3.0,28800.0,0,0,0,0,0,0,0,6,0,0,6,16,6,0.0002,1
463022,463023,2,1,4.0,36800.0,1,0,2166,0,0,0,0,0,0,0,47652,18,42372,1.2948,1
463023,463024,2,2,6.0,40800.0,0,0,0,0,0,0,0,0,0,0,142,18,136,0.0034,1
463026,463027,2,2,4.0,32600.0,1,0,0,0,0,0,0,0,0,0,114,18,103,0.0034,1
463027,463028,2,0,5.0,40800.0,1,0,0,0,0,0,0,0,0,262,262,18,242,0.0064,1
463028,463029,2,1,4.0,28416.0,0,0,0,0,0,0,0,296,0,0,296,18,288,0.0104,1
463030,463031,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,162,15,148,0.0044,1
463031,463032,2,0,5.0,34800.0,0,0,0,0,0,0,0,350,0,0,350,38,336,0.01,1
463035,463036,2,2,4.0,32800.0,0,0,0,0,0,0,0,126,0,0,189,17,183,0.0057,1
463038,463039,2,2,5.0,35800.0,0,0,0,0,0,0,0,46,0,0,46,13,44,0.0012,1
463039,463040,2,0,3.0,34600.0,0,0,0,0,0,0,0,0,0,0,320,18,250,0.0092,1
463040,463041,2,1,3.0,20900.0,1,0,0,0,0,0,0,0,0,0,34,10,28,0.0016,1
463041,463042,2,0,3.0,28075.0,0,0,0,0,0,0,0,8,0,0,8,0,8,0.0002,1
463042,463043,2,2,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,61,18,55,0.0015,1
463043,463044,2,1,1.0,15900.0,1,0,0,0,34,0,0,0,0,0,34,6,34,0.0021,1
463048,463049,2,0,5.0,39800.0,1,0,12,0,0,0,0,0,0,0,24,15,24,0.0006,1
463049,463050,2,0,4.0,33800.0,1,0,0,0,0,0,0,28,0,0,56,14,48,0.0016,1
463051,463052,2,1,4.0,31800.0,2,0,0,0,0,0,0,0,0,76,76,14,76,0.0023,1
463055,463056,2,0,3.0,26800.0,0,0,0,0,0,0,0,0,0,0,103,18,83,0.0038,1
463057,463058,2,2,3.0,25925.0,1,0,0,0,0,0,0,0,0,0,424,18,402,0.0163,1
463060,463061,2,1,3.0,32800.0,0,0,0,0,0,0,0,77,0,0,77,18,72,0.0023,1
463061,463062,2,0,6.0,46800.0,1,0,0,0,125,0,0,0,0,0,125,18,122,0.0026,1
463062,463063,2,1,4.0,36800.0,4,0,0,0,8256,4128,0,0,0,0,28896,16,26544,0.7852,1
463065,463066,2,0,4.0,38800.0,1,0,0,0,0,0,0,0,0,0,455,18,425,0.0117,1
463066,463067,2,0,4.0,32800.0,1,0,136,0,0,0,0,0,0,0,272,17,234,0.0082,1
463067,463068,2,0,6.0,49800.0,0,0,0,0,0,0,0,0,0,0,258,18,243,0.0051,1
463069,463070,2,2,5.0,33800.0,0,0,118,0,0,0,0,118,0,0,236,13,230,0.0069,1
463070,463071,2,0,4.0,30800.0,1,0,0,0,0,0,0,0,0,0,102,17,98,0.0033,1
463072,463073,2,0,4.0,39800.0,0,0,0,0,0,0,0,0,0,0,270,17,264,0.0067,1
463073,463074,2,1,3.0,30000.0,0,0,0,0,0,0,0,70,0,0,70,6,50,0.0023,1
463074,463075,2,2,3.0,26800.0,1,0,0,0,0,0,0,0,0,0,164,18,160,0.0061,1
463077,463078,2,0,4.0,36800.0,4,0,0,0,1320,0,0,0,0,2640,3960,16,3636,0.1076,1
463078,463079,2,0,3.0,32800.0,0,0,0,0,0,0,0,0,0,0,104,8,96,0.0031,1
463079,463080,2,0,4.0,37800.0,1,0,78,0,0,0,0,0,78,0,156,18,126,0.0041,1
463080,463081,2,1,4.0,33800.0,1,0,0,0,0,0,0,0,0,0,1752,18,1614,0.0518,1
463081,463082,2,0,4.0,32800.0,0,0,0,0,97,0,0,97,0,194,485,18,470,0.0147,1
463082,463083,2,2,5.0,39000.0,1,0,0,0,0,0,0,0,0,0,152,18,140,0.0038,1
463085,463086,2,2,4.0,34800.0,1,0,0,0,0,0,0,0,0,56,448,8,408,0.0128,1
463090,463091,2,0,4.0,36800.0,1,0,89,0,0,0,0,0,0,0,267,14,234,0.0072,1
463091,463092,2,1,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,190,14,180,0.0054,1
463092,463093,2,2,4.0,36800.0,2,0,0,0,0,0,0,0,0,396,1584,18,1360,0.043,1
463093,463094,2,2,2.0,19800.0,2,0,0,0,56,0,0,0,28,0,84,4,84,0.0042,1
463094,463095,2,0,4.0,35800.0,0,0,0,0,0,0,0,152,0,0,152,18,142,0.0042,1
463096,463097,2,1,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,23,11,20,0.0006,1
463098,463099,2,2,3.0,18000.0,0,0,0,0,133,133,0,133,0,0,931,18,840,0.0517,1
463099,463100,2,1,3.0,27800.0,2,0,94,0,0,0,0,0,0,0,470,9,420,0.0169,1
463100,463101,2,2,3.0,18000.0,0,0,0,0,0,0,0,156,0,0,156,18,142,0.0086,1
463101,463102,2,2,7.0,61800.0,1,0,0,0,0,0,0,0,215,0,1505,18,1498,0.0243,1
463104,463105,2,2,3.0,32800.0,0,0,0,0,0,0,0,0,246,0,492,18,444,0.015,1
463105,463106,2,0,5.0,41800.0,1,0,2,0,0,0,0,0,0,0,6,11,6,0.0001,1
463107,463108,2,0,4.0,34800.0,0,0,0,0,0,0,0,24,24,0,48,17,38,0.0013,1
463108,463109,2,0,5.0,39800.0,0,0,0,0,0,0,0,101,0,0,101,18,80,0.0025,1
463110,463111,2,0,3.0,27800.0,1,0,94,0,0,0,0,0,0,0,94,15,87,0.0033,1
463111,463112,2,0,5.0,40800.0,1,0,88,0,0,0,0,0,0,0,88,18,72,0.0021,1
463113,463114,2,2,8.0,59800.0,0,0,0,0,0,0,0,384,0,0,576,17,564,0.0096,1
463114,463115,2,1,3.0,33800.0,1,0,0,0,0,0,0,0,0,0,41,8,32,0.0012,1
463119,463120,2,0,3.0,35800.0,0,0,0,0,0,0,0,43,0,0,43,23,39,0.0012,1
463122,463123,2,1,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,130,25,126,0.0032,1
463123,463124,2,1,7.0,49800.0,0,0,0,0,0,0,0,262,0,0,262,24,260,0.0052,1
463124,463125,2,2,4.0,29920.0,1,0,110,0,0,0,0,0,110,0,330,24,288,0.011000000000000001,1
463125,463126,2,2,4.0,48000.0,1,0,0,0,1670,0,0,334,0,0,2004,25,1860,0.0417,1
463126,463127,2,1,2.0,21800.0,1,0,14,0,0,0,0,0,0,0,14,25,11,0.0006,1
463130,463131,2,2,5.0,42800.0,0,0,0,0,0,0,0,186,0,0,186,25,186,0.0043,1
463138,463139,2,2,4.0,15800.0,0,0,0,0,0,0,0,0,0,0,432,18,392,0.0273,1
463140,463141,2,1,3.0,58800.0,0,0,0,0,0,0,0,288,0,0,576,23,484,0.0097,1
463143,463144,2,0,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,42,19,25,0.0012,1
463145,463146,2,0,4.0,34600.0,0,0,0,0,0,0,0,154,0,0,154,25,145,0.0044,1
463146,463147,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,59,24,54,0.0016,1
463148,463149,2,2,7.0,48800.0,1,0,0,0,0,0,0,0,0,0,82,25,74,0.0016,1
463153,463154,2,2,7.0,50800.0,0,0,0,0,0,0,0,68,0,0,68,20,63,0.0013,1
463154,463155,2,2,4.0,35400.0,0,0,0,0,0,0,0,130,0,0,130,25,126,0.0036,1
463156,463157,2,2,6.0,54800.0,0,0,0,0,0,0,0,96,0,0,96,17,90,0.0017,1
463157,463158,2,2,5.0,42800.0,0,0,0,0,0,0,0,216,0,0,216,25,210,0.005,1
463158,463159,2,1,6.0,46800.0,2,0,544,0,0,0,0,0,0,0,544,19,416,0.0116,1
463159,463160,2,0,4.0,39600.0,3,0,0,0,0,0,0,0,0,0,366,25,342,0.0092,1
463164,463165,2,1,4.0,32800.0,0,0,0,0,0,0,0,0,0,0,420,22,384,0.0128,1
463168,463169,2,1,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,25,10,19,0.0006,1
463170,463171,2,0,4.0,31800.0,0,0,0,0,49,0,0,0,0,0,49,19,40,0.0015,1
463173,463174,2,0,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,12,3,12,0.0002,1
463175,463176,2,1,4.0,32800.0,2,0,0,0,1704,0,0,1704,0,0,3408,24,3336,0.1039,1
463178,463179,2,1,5.0,12000.0,0,0,0,0,0,0,0,136,0,0,136,24,129,0.0113,1
463180,463181,2,0,7.0,56800.0,0,0,0,0,0,0,0,0,0,0,708,24,675,0.0124,1
463181,463182,2,2,4.0,34800.0,0,0,0,0,0,0,0,206,0,0,206,9,188,0.0059,1
463182,463183,2,0,2.0,32600.0,0,0,0,0,0,0,0,169,0,0,169,23,149,0.0051,1
463183,463184,2,0,5.0,34800.0,1,0,0,0,0,0,0,0,0,0,16,2,15,0.0004,1
463184,463185,2,0,4.0,25375.0,0,0,0,0,0,0,0,90,0,0,90,24,81,0.0035,1
463186,463187,2,2,5.0,36600.0,1,0,0,0,0,0,0,0,0,0,324,23,315,0.0088,1
463190,463191,2,0,4.0,32400.0,2,0,0,0,1608,536,0,0,0,0,2144,24,2048,0.0661,1
463192,463193,2,0,5.0,39800.0,1,0,0,0,32,0,0,0,0,0,32,20,25,0.0008,1
463193,463194,2,0,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,26,4,20,0.0007,1
463194,463195,2,0,5.0,41800.0,0,0,0,0,0,0,0,0,0,0,176,13,156,0.0042,1
463197,463198,2,0,5.0,35800.0,4,0,0,0,0,0,0,0,0,0,1024,7,768,0.0286,1
463198,463199,2,1,4.0,25300.0,1,0,141,0,0,0,0,0,0,0,141,20,129,0.0055,1
463199,463200,2,0,4.0,34800.0,0,0,0,0,0,0,0,74,0,0,74,6,64,0.0021,1
463200,463201,2,2,4.0,35800.0,1,0,0,0,0,0,0,0,0,0,162,19,158,0.0045,1
463201,463202,2,1,5.0,37000.0,1,0,1350,0,0,0,0,0,0,0,1350,24,1326,0.0364,1
463203,463204,2,0,4.0,38600.0,2,0,0,0,0,0,0,0,832,0,3328,20,3168,0.0862,1
463207,463208,2,2,3.0,29800.0,0,0,0,0,0,0,0,344,0,0,344,24,309,0.0115,1
463211,463212,2,1,5.0,40800.0,4,0,0,0,0,0,0,0,0,0,24,2,20,0.0005,1
463215,463216,2,0,3.0,30800.0,1,0,0,0,0,0,0,0,0,0,92,24,75,0.0029,1
463217,463218,2,0,5.0,39800.0,1,0,65,0,0,0,0,0,0,0,325,24,280,0.0081,1
463219,463220,2,1,8.0,51320.0,1,0,0,0,0,0,0,0,290,0,290,24,282,0.0056,1
463220,463221,2,0,3.0,30000.0,1,0,0,0,0,0,0,0,0,0,43,6,43,0.0014,1
463222,463223,2,0,4.0,31800.0,0,0,0,0,0,0,0,0,0,0,87,22,68,0.0027,1
463227,463228,2,1,6.0,39120.0,1,0,62,0,0,0,0,0,0,0,62,16,61,0.0015,1
463232,463233,2,1,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,1870,24,1694,0.0447,1
463234,463235,2,0,4.0,37800.0,0,0,0,0,0,0,0,0,0,0,23,6,20,0.0006,1
463235,463236,2,1,6.0,40800.0,1,0,0,0,0,0,0,0,0,0,2,0,2,0.0,1
463237,463238,2,0,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,139,24,131,0.0039,1
463239,463240,2,0,3.0,30800.0,0,0,0,0,473,0,0,473,0,0,946,23,904,0.0307,1
463242,463243,2,0,8.0,60800.0,2,0,0,0,852,852,0,0,0,0,1704,24,1584,0.027999999999999997,1
463244,463245,2,0,8.0,63800.0,2,0,0,0,0,0,0,0,0,0,1294,24,860,0.0202,1
463251,463252,2,1,5.0,37800.0,1,0,0,0,0,0,0,0,0,0,190,24,176,0.005,1
463252,463253,2,2,4.0,32800.0,0,0,0,0,0,0,0,44,0,0,44,19,43,0.0013,1
463257,463258,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,128,20,102,0.0034,1
463264,463265,2,0,3.0,30300.0,1,0,0,0,0,0,0,0,0,0,178,22,177,0.0058,1
463265,463266,2,0,5.0,39800.0,1,0,0,0,0,0,0,0,0,0,86,24,70,0.0021,1
463266,463267,2,1,5.0,38800.0,0,0,0,0,0,0,0,109,0,0,109,24,105,0.0028,1
463269,463270,2,0,5.0,35910.0,0,0,0,0,0,0,0,146,0,0,292,24,278,0.0081,1
463270,463271,2,2,2.0,50199.99,2,0,0,0,392,0,0,196,0,0,588,21,588,0.0117,1
463274,463275,2,1,4.0,34800.0,3,0,0,0,0,0,0,0,0,0,18,1,15,0.0005,1
463275,463276,2,1,5.0,44600.0,1,0,0,0,0,0,0,0,0,0,75,11,70,0.0016,1
463278,463279,2,1,3.0,32800.0,2,0,0,0,0,0,0,0,0,0,824,17,800,0.0251,1
463279,463280,2,0,4.0,32800.0,1,0,0,0,0,0,0,0,0,476,476,18,464,0.0145,1
463281,463282,2,1,3.0,25800.0,2,0,0,0,0,0,0,0,0,556,2780,16,2690,0.1077,1
463282,463283,2,2,5.0,34800.0,0,0,0,0,0,0,0,262,0,0,262,18,244,0.0075,1
463283,463284,2,2,7.0,53800.0,1,0,0,0,0,0,0,0,0,0,1330,18,1275,0.0247,1
463284,463285,2,0,4.0,37800.0,0,0,0,0,0,0,0,0,0,0,298,17,296,0.0078,1
463285,463286,2,2,4.0,37800.0,1,0,0,0,0,3,0,0,0,6,9,10,9,0.0002,1
463286,463287,2,1,5.0,40800.0,2,0,94,0,0,0,0,0,0,188,376,11,328,0.0092,1
463287,463288,2,1,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,21,5,20,0.0005,1
463288,463289,2,2,5.0,33800.0,0,0,0,0,0,0,0,66,0,0,66,8,52,0.0019,1
463289,463290,2,0,3.0,27800.0,1,0,46,0,0,0,0,0,0,0,46,8,44,0.0016,1
463290,463291,2,2,5.0,38800.0,1,0,0,0,0,0,0,0,0,0,6,14,4,0.0001,1
463291,463292,2,0,3.0,27800.0,1,0,0,0,0,0,0,0,0,0,18,15,18,0.0006,1
463296,463297,2,2,2.0,13300.0,0,0,0,0,0,0,0,0,0,0,16,11,14,0.0012,1
463300,463301,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,87,23,76,0.0023,1
463301,463302,2,1,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,79,20,78,0.0022,1
463305,463306,2,0,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,226,18,202,0.0054,1
463306,463307,2,0,7.0,51800.0,3,0,0,0,0,0,0,0,0,0,117,21,90,0.0022,1
463308,463309,2,2,5.0,42800.0,0,0,170,0,0,0,0,0,0,0,340,20,328,0.0079,1
463309,463310,2,0,4.0,30800.0,0,0,0,0,0,0,0,62,0,0,62,19,55,0.002,1
463310,463311,2,1,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,140,23,127,0.004,1
463312,463313,2,1,4.0,39900.0,1,0,0,0,0,0,0,0,0,0,220,23,192,0.0055,1
463313,463314,2,2,4.0,31800.0,0,0,0,0,0,0,0,404,0,0,808,22,664,0.0254,1
463314,463315,2,2,5.0,42800.0,2,0,0,0,0,0,0,0,0,322,322,24,298,0.0075,1
463317,463318,2,0,5.0,38200.0,1,0,401,0,0,0,0,0,0,0,401,24,396,0.0104,1
463323,463324,2,0,4.0,31500.0,0,0,0,0,0,0,0,130,0,0,130,17,119,0.0041,1
463326,463327,2,2,5.0,37800.0,0,0,0,0,0,0,0,274,0,0,274,17,266,0.0072,1
463327,463328,2,0,3.0,31800.0,0,0,0,0,0,0,0,56,0,0,56,2,56,0.0017,1
463329,463330,2,2,5.0,38800.0,0,0,73,0,0,0,0,0,0,0,73,17,68,0.0018,1
463330,463331,2,0,4.0,33800.0,1,0,0,0,0,0,0,0,0,20,20,2,18,0.0005,1
463332,463333,2,0,6.0,49800.0,1,0,0,0,0,0,0,0,0,0,333,17,287,0.0066,1
463333,463334,2,2,3.0,22800.0,0,0,0,0,0,0,0,0,0,0,18,5,18,0.0007,1
463334,463335,2,1,4.0,32800.0,1,0,332,0,0,0,0,0,0,0,332,17,316,0.0101,1
463335,463336,2,1,9.0,65800.0,1,0,0,0,0,0,0,0,0,0,45,8,38,0.0006,1
463337,463338,2,1,3.0,31800.0,2,0,0,0,0,0,0,0,0,0,178,17,178,0.0055,1
463339,463340,2,0,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,122,17,68,0.0035,1
463340,463341,2,2,5.0,38790.0,0,0,0,0,0,0,0,15,0,0,15,1,13,0.0003,1
463341,463342,2,2,5.0,33120.0,0,0,0,0,0,0,0,101,0,0,202,8,192,0.006,1
463342,463343,2,0,4.0,33790.0,0,0,0,0,0,0,0,0,0,0,456,17,424,0.0134,1
463345,463346,2,2,2.0,25800.0,1,0,0,0,34,0,0,0,0,0,34,15,28,0.0013,1
463346,463347,2,0,3.0,32600.0,0,0,0,0,0,0,0,55,0,0,55,23,54,0.0016,1
463347,463348,2,0,4.0,32800.0,1,0,0,0,0,0,0,0,0,0,68,15,66,0.002,1
463348,463349,2,0,4.0,36800.0,0,0,0,0,0,0,0,186,0,0,186,21,180,0.005,1
463350,463351,2,2,4.0,34800.0,1,0,0,0,54,0,0,0,0,0,162,15,162,0.0046,1
463351,463352,2,2,5.0,30127.0,0,0,0,0,0,92,0,92,0,0,184,12,174,0.0061,1
463353,463354,2,1,4.0,37400.0,1,0,0,0,0,0,0,0,0,0,95,22,89,0.0025,1
463355,463356,2,1,6.0,46800.0,2,0,0,0,0,0,0,0,0,0,12,3,8,0.0002,1
463360,463361,2,1,4.0,31800.0,1,0,0,0,0,0,0,0,117,0,117,23,100,0.0036,1
463363,463364,2,2,4.0,34800.0,2,0,0,0,0,0,0,0,0,548,548,23,512,0.0157,1
463364,463365,2,1,4.0,36800.0,1,0,145,0,0,0,0,0,0,290,435,23,417,0.0118,1
463367,463368,2,1,4.0,28800.0,0,0,0,0,0,0,0,0,0,0,185,20,169,0.0064,1
463368,463369,2,1,4.0,32800.0,0,0,0,0,0,0,0,276,0,0,276,23,266,0.0084,1
463369,463370,2,0,4.0,30800.0,1,0,825,0,0,0,0,0,0,0,1100,17,1076,0.0357,1
463370,463371,2,0,5.0,37800.0,1,0,105,0,0,0,0,0,0,0,210,17,204,0.0055,1
463373,463374,2,2,5.0,32800.0,0,0,0,0,0,0,0,46,0,0,46,6,44,0.0014,1
463374,463375,2,0,4.0,39800.0,1,0,228,0,0,0,0,0,0,0,228,16,198,0.0057,1
463375,463376,2,0,6.0,48800.0,1,0,0,0,0,0,0,0,0,0,51,11,41,0.001,1
463376,463377,2,0,4.0,34720.0,0,0,0,0,0,0,0,0,70,0,280,16,216,0.008,1
463377,463378,2,0,4.0,36800.0,1,0,0,0,188,0,0,0,188,0,2256,17,2112,0.0613,1
463382,463383,2,2,3.0,33800.0,0,0,0,0,0,0,0,0,0,0,32,3,28,0.0009,1
463385,463386,2,0,3.0,30800.0,1,0,0,0,86,172,0,0,86,0,344,15,320,0.0111,1
463386,463387,2,0,4.0,36800.0,2,0,0,0,18,0,0,0,0,0,18,5,10,0.0004,1
463387,463388,2,2,5.0,36000.0,1,0,0,0,0,0,0,0,4,0,8,5,6,0.0002,1
463388,463389,2,2,4.0,31800.0,0,0,0,0,0,0,0,67,0,0,134,17,130,0.0042,1
463389,463390,2,2,3.0,28100.0,2,0,324,0,0,0,0,0,0,0,324,17,288,0.0115,1
463390,463391,2,0,5.0,36800.0,0,0,0,0,0,0,0,90,0,0,90,15,88,0.0024,1
463391,463392,2,2,4.0,4800.0,0,0,0,0,0,0,0,43,0,0,43,10,43,0.0089,1
463395,463396,2,1,4.0,39800.0,0,0,0,0,0,0,0,120,0,0,120,23,112,0.003,1
463401,463402,2,2,4.0,30800.0,0,0,0,0,0,0,0,47,0,0,47,23,33,0.0015,1
463403,463404,2,0,5.0,38800.0,0,0,0,0,216,0,0,0,0,0,360,16,335,0.0092,1
463405,463406,2,0,4.0,39800.0,0,0,0,0,0,0,0,0,0,0,45,21,33,0.0011,1
463407,463408,2,0,6.0,42800.0,0,0,0,0,0,0,0,0,332,0,498,23,483,0.0116,1
463408,463409,2,0,4.0,39200.0,1,0,0,0,0,0,0,0,0,0,10,3,10,0.0002,1
463413,463414,2,2,3.0,32800.0,0,0,1,0,0,0,0,2,0,0,3,0,3,0.0,1
463414,463415,2,1,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,29,15,23,0.0007,1
463415,463416,2,0,2.0,0.0,3,0,0,0,228,0,0,228,0,0,570,4,510,0.0,1
463416,463417,2,0,4.0,33790.0,0,0,0,0,0,0,0,0,0,0,315,14,255,0.0093,1
463418,463419,2,2,4.0,29800.0,1,0,0,0,0,0,0,0,0,0,156,14,124,0.0052,1
463419,463420,2,2,3.0,32800.0,1,0,100,0,0,0,0,0,100,0,900,17,837,0.0274,1
463420,463421,2,0,5.0,30700.0,0,0,0,0,0,0,0,110,0,0,110,10,96,0.0035,1
463424,463425,2,0,4.0,37800.0,0,0,0,0,0,0,0,69,0,0,69,16,58,0.0018,1
463426,463427,2,1,3.0,33800.0,0,0,0,0,0,0,0,108,0,0,108,10,95,0.0031,1
463429,463430,2,0,3.0,33800.0,1,0,0,0,0,0,0,0,0,0,120,17,108,0.0035,1
463430,463431,2,0,3.0,26270.0,0,0,0,0,0,0,0,129,0,0,129,38,120,0.0049,1
463431,463432,2,0,4.0,33790.0,1,0,0,0,79,0,0,0,79,0,158,17,138,0.0046,1
463433,463434,2,2,3.0,32800.0,2,0,0,0,86,0,0,0,0,0,172,3,168,0.0052,1
463434,463435,2,0,4.0,32800.0,1,0,0,0,0,0,0,0,0,0,145,15,137,0.0044,1
463435,463436,2,2,5.0,23200.0,0,0,0,0,0,0,0,16,0,0,16,6,12,0.0006,1
463437,463438,2,1,5.0,44500.0,0,0,0,0,0,0,0,45,0,0,45,17,41,0.001,1
